algorithm,size,time,cpu_percent,memory_percent,path_length
Astar,50,0.008915901184082031,92.8,70.4,99
BFS_checker,50,0.01955723762512207,92.5,70.4,99
PRM,50,0.1532289981842041,83.1,69.9,119
Astar,50,0.018224716186523438,96.7,70.5,99
BFS_checker,50,0.027621746063232422,96.3,70.5,99
PRM,50,0.28336119651794434,83.5,69.9,118
Astar,50,0.016883373260498047,33.3,70.3,99
BFS_checker,50,0.024806976318359375,0.0,70.3,99
PRM,50,0.2385861873626709,78.6,69.9,118
Astar,50,0.013155937194824219,75.0,70.4,99
BFS_checker,50,0.029293060302734375,80.0,70.4,99
PRM,50,0.2423112392425537,76.4,69.8,119
BFS_checker,50,0.023426055908203125,89.5,70.4,99
Astar,50,0.011106014251708984,89.1,70.4,99
PRM,50,0.20252394676208496,77.8,70.4,118
Astar,50,0.013348102569580078,95.7,70.5,99
BFS_checker,50,0.02379012107849121,94.3,70.5,99
PRM,50,0.18161988258361816,82.4,69.9,
Astar,50,0.016219139099121094,95.6,70.5,99
BFS_checker,50,0.0311739444732666,95.8,70.5,99
PRM,50,0.15326690673828125,84.5,69.9,
Astar,50,0.005769014358520508,95.3,70.5,99
BFS_checker,50,0.018572092056274414,95.1,70.5,99
PRM,50,0.2038273811340332,83.6,69.9,120
Astar,50,0.006218910217285156,94.2,70.5,99
BFS_checker,50,0.030362844467163086,93.5,70.5,99
PRM,50,0.16021394729614258,80.7,69.9,121
BFS_checker,50,0.021500825881958008,94.6,70.5,99
Astar,50,0.013844966888427734,95.1,70.5,99
PRM,50,0.18609619140625,83.1,69.9,
Astar,50,0.011651039123535156,95.5,70.5,99
BFS_checker,50,0.016012907028198242,93.6,70.5,99
PRM,50,0.171738862991333,82.4,69.9,
Astar,50,0.011126995086669922,93.6,70.4,99
BFS_checker,50,0.01796889305114746,93.7,70.4,99
PRM,50,0.11678528785705566,93.6,69.9,119
Astar,50,0.011981964111328125,94.0,70.6,99
BFS_checker,50,0.019043922424316406,94.0,70.6,99
PRM,50,0.15408611297607422,82.0,69.9,127
Astar,50,0.018954992294311523,95.6,70.6,99
BFS_checker,50,0.03373312950134277,94.4,70.6,99
PRM,50,0.24016094207763672,81.0,70.6,118
Astar,50,0.005840778350830078,100.0,70.3,99
BFS_checker,50,0.028625965118408203,0.0,70.3,99
PRM,50,0.17542600631713867,83.5,70.0,120
Astar,50,0.014532089233398438,94.2,70.5,99
BFS_checker,50,0.024017810821533203,93.8,70.5,99
PRM,50,0.16614985466003418,81.2,70.0,120
Astar,50,0.016254901885986328,94.4,70.6,99
BFS_checker,50,0.025115966796875,94.0,70.6,99
PRM,50,0.19081807136535645,80.2,70.0,
BFS_checker,50,0.020054101943969727,94.0,70.3,99
Astar,50,0.013277053833007812,93.4,70.3,99
PRM,50,0.17949700355529785,80.6,69.9,120
Astar,50,0.01364898681640625,95.2,70.5,99
BFS_checker,50,0.029296875,94.8,70.5,99
PRM,50,0.2130429744720459,79.8,70.0,119
Astar,50,0.018269777297973633,95.1,70.5,99
BFS_checker,50,0.03127312660217285,93.8,70.5,99
PRM,50,0.2476639747619629,94.1,70.0,119
Astar,50,0.011720895767211914,96.3,70.5,99
BFS_checker,50,0.027678966522216797,96.4,70.4,99
PRM,50,0.14850306510925293,87.1,70.0,120
Astar,50,0.01934504508972168,93.2,70.5,99
BFS_checker,50,0.026591062545776367,93.2,70.5,99
PRM,50,0.1879899501800537,94.1,70.0,
BFS_checker,50,0.013211965560913086,95.6,70.6,101
Astar,50,0.004951000213623047,96.6,70.6,101
PRM,50,0.11306190490722656,87.9,69.8,125
Astar,50,0.020913124084472656,94.2,70.5,99
BFS_checker,50,0.03568673133850098,94.8,70.5,99
PRM,50,0.24823379516601562,83.9,69.8,
Astar,50,0.013265848159790039,95.0,70.7,99
BFS_checker,50,0.024518728256225586,94.6,70.7,99
PRM,50,0.1606910228729248,83.3,70.0,118
Astar,50,0.01831817626953125,93.5,70.6,99
BFS_checker,50,0.0318751335144043,93.7,70.6,99
PRM,50,0.23409008979797363,94.0,70.6,119
Astar,50,0.008378028869628906,100.0,70.6,99
BFS_checker,50,0.026249408721923828,100.0,70.6,99
PRM,50,0.17861008644104004,80.5,70.6,119
Astar,50,0.01956915855407715,95.0,70.6,99
BFS_checker,50,0.028541088104248047,94.1,70.6,99
PRM,50,0.21350693702697754,81.2,70.6,118
Astar,50,0.016721248626708984,96.1,70.6,99
BFS_checker,50,0.022350788116455078,95.2,70.6,99
PRM,50,0.20598506927490234,79.3,69.9,119
Astar,50,0.0233919620513916,96.7,70.6,99
BFS_checker,50,0.028947830200195312,95.7,70.6,99
PRM,50,0.24662113189697266,77.3,70.0,119
Astar,50,0.005776882171630859,91.2,70.4,99
BFS_checker,50,0.017675161361694336,91.4,70.4,99
PRM,50,0.19567394256591797,76.9,69.8,121
Astar,50,0.01624321937561035,94.5,70.6,99
BFS_checker,50,0.029671192169189453,93.5,70.6,99
PRM,50,0.23078393936157227,80.4,70.1,119
Astar,50,0.009501934051513672,94.9,70.6,99
BFS_checker,50,0.016021013259887695,94.1,70.6,99
PRM,50,0.1289811134338379,85.7,70.0,119
Astar,50,0.009646177291870117,92.9,70.6,99
BFS_checker,50,0.01642632484436035,93.0,70.6,99
PRM,50,0.15519309043884277,80.3,70.0,119
Astar,50,0.016264915466308594,83.3,70.6,99
BFS_checker,50,0.03197002410888672,80.0,70.6,99
PRM,50,0.2577178478240967,77.3,70.0,118
Astar,50,0.015866994857788086,96.1,70.6,99
BFS_checker,50,0.028376102447509766,94.7,70.6,99
PRM,50,0.22997307777404785,79.3,70.0,118
Astar,50,0.015635967254638672,96.7,70.6,99
BFS_checker,50,0.035370826721191406,95.3,70.6,99
PRM,50,0.2281937599182129,77.7,70.6,
Astar,50,0.012989044189453125,97.4,70.6,99
BFS_checker,50,0.029678821563720703,97.5,70.5,99
PRM,50,0.17238783836364746,86.3,70.1,121
BFS_checker,50,0.025925874710083008,0.0,70.7,99
Astar,50,0.020807981491088867,0.0,70.7,99
PRM,50,0.28312110900878906,76.6,70.1,118
Astar,50,0.01133584976196289,94.0,70.7,99
BFS_checker,50,0.024770736694335938,94.0,70.7,99
PRM,50,0.1803419589996338,94.1,70.7,119
Astar,50,0.006777763366699219,94.7,70.5,99
BFS_checker,50,0.02880716323852539,93.5,70.5,99
PRM,50,0.17692112922668457,82.1,70.1,134
Astar,50,0.01250600814819336,96.2,70.7,99
BFS_checker,50,0.025566816329956055,94.9,70.7,99
PRM,50,0.1806190013885498,81.4,70.1,119
BFS_checker,50,0.02038884162902832,86.5,73.0,99
Astar,50,0.007523059844970703,86.5,73.0,99
PRM,50,0.16837191581726074,86.1,72.5,119
Astar,50,0.052767038345336914,79.6,72.3,99
BFS_checker,50,0.12774395942687988,79.7,72.3,99
PRM,50,0.8740389347076416,78.9,72.1,118
Astar,50,0.016196250915527344,82.0,72.6,99
BFS_checker,50,0.04086589813232422,81.8,72.5,99
PRM,50,0.49837398529052734,81.0,72.5,118
Astar,50,0.012567996978759766,90.9,72.7,99
BFS_checker,50,0.038269996643066406,90.5,72.7,99
PRM,50,0.2317368984222412,81.4,72.3,118
Astar,50,0.020435094833374023,88.5,72.5,99
BFS_checker,50,0.03749394416809082,88.7,72.5,99
PRM,50,0.1997840404510498,78.9,72.2,120
Astar,50,0.013729095458984375,95.2,72.4,99
BFS_checker,50,0.025934934616088867,94.4,72.4,99
PRM,50,0.16858291625976562,82.5,71.7,120
BFS_checker,50,0.02037787437438965,93.9,72.6,99
Astar,50,0.00623011589050293,94.2,72.6,99
PRM,50,0.11608004570007324,91.7,72.3,
Astar,50,0.016431808471679688,84.6,73.1,99
BFS_checker,50,0.08940410614013672,84.4,73.1,99
PRM,50,0.3107759952545166,81.0,73.1,120
Astar,50,0.0108489990234375,90.2,73.0,99
BFS_checker,50,0.04331684112548828,89.7,73.0,99
PRM,50,0.19839906692504883,83.8,73.0,
Astar,100,0.04295492172241211,95.2,73.6,199
BFS_checker,100,0.10324788093566895,93.7,73.6,199
PRM,100,0.20231080055236816,88.2,73.2,
Astar,100,0.08307695388793945,94.9,72.8,199
BFS_checker,100,0.14470696449279785,95.0,72.8,199
PRM,100,0.30585813522338867,83.3,72.4,
Astar,100,0.027066946029663086,93.6,72.5,199
BFS_checker,100,0.06622099876403809,93.5,72.5,199
PRM,100,0.18789410591125488,88.3,72.5,
Astar,100,0.025723934173583984,95.8,72.8,205
BFS_checker,100,0.08470392227172852,94.8,72.8,205
PRM,100,0.16958212852478027,90.6,71.9,
Astar,100,0.10300397872924805,86.4,73.6,199
BFS_checker,100,0.15730500221252441,86.0,73.5,199
PRM,100,0.3763909339904785,81.7,72.9,
Astar,100,0.047540903091430664,93.3,72.7,199
BFS_checker,100,0.08947587013244629,90.9,72.7,199
PRM,100,0.21617698669433594,82.4,72.3,287
Astar,100,0.03977799415588379,0.0,72.3,199
BFS_checker,100,0.09525823593139648,66.7,72.3,199
PRM,100,0.21048712730407715,81.5,72.3,
Astar,100,0.06699991226196289,92.2,71.4,199
BFS_checker,100,0.10740804672241211,91.3,71.5,199
PRM,100,0.28065013885498047,80.8,71.2,
Astar,100,0.01731586456298828,95.0,71.0,209
BFS_checker,100,0.0690758228302002,93.1,71.0,209
PRM,100,0.15468382835388184,85.3,70.5,
Astar,100,0.036130666732788086,95.2,71.1,199
BFS_checker,100,0.09629416465759277,93.0,71.1,199
PRM,100,0.1872107982635498,84.9,70.1,
Astar,100,0.08591413497924805,96.6,70.3,199
BFS_checker,100,0.13881492614746094,95.6,70.3,199
PRM,100,0.2713460922241211,83.6,69.8,
Astar,100,0.09568262100219727,96.2,70.9,199
BFS_checker,100,0.15836596488952637,96.2,70.8,199
PRM,100,0.3325493335723877,82.6,70.4,264
Astar,100,0.03992724418640137,0.0,71.3,199
BFS_checker,100,0.10642385482788086,90.3,71.1,199
PRM,100,0.260847806930542,79.5,71.1,
Astar,100,0.06099987030029297,92.7,70.9,199
BFS_checker,100,0.0999448299407959,92.7,70.9,199
PRM,100,0.24759173393249512,82.2,70.4,
Astar,100,0.07583284378051758,94.3,70.7,199
BFS_checker,100,0.11446309089660645,93.2,70.7,199
PRM,100,0.2749621868133545,80.1,70.4,
Astar,100,0.02618694305419922,95.1,70.7,199
BFS_checker,100,0.06785297393798828,92.6,70.7,199
PRM,100,0.173753023147583,85.4,70.1,
Astar,100,0.03564810752868652,93.1,70.7,199
BFS_checker,100,0.09452128410339355,91.0,70.3,199
PRM,100,0.1949310302734375,84.9,70.2,
Astar,100,0.040994882583618164,93.7,70.3,199
BFS_checker,100,0.10127091407775879,94.5,69.9,199
PRM,100,0.23237872123718262,80.5,69.7,
Astar,100,0.05316019058227539,93.8,70.6,199
BFS_checker,100,0.1047971248626709,92.8,70.6,199
PRM,100,0.23770713806152344,84.2,70.0,
Astar,100,0.0755610466003418,100.0,71.4,199
BFS_checker,100,0.13647913932800293,100.0,71.2,199
PRM,100,0.25897908210754395,86.8,70.8,
Astar,100,0.04723811149597168,0.0,70.7,199
BFS_checker,100,0.09958696365356445,50.0,70.7,199
PRM,100,0.23719501495361328,80.1,70.1,
Astar,100,0.08710002899169922,96.2,70.4,199
BFS_checker,100,0.13102173805236816,94.7,70.4,199
PRM,100,0.3092818260192871,83.1,70.0,
Astar,100,0.0764610767364502,92.6,70.7,199
BFS_checker,100,0.12212204933166504,92.0,70.6,199
PRM,100,0.3162391185760498,82.6,70.2,
Astar,100,0.06735420227050781,90.7,71.8,199
BFS_checker,100,0.11802411079406738,89.8,71.8,199
PRM,100,0.27675890922546387,78.6,71.2,275
Astar,100,0.031926870346069336,94.7,71.1,199
BFS_checker,100,0.08770298957824707,93.0,71.1,199
PRM,100,0.1737051010131836,84.7,70.6,
Astar,100,0.05827498435974121,91.4,71.1,199
BFS_checker,100,0.11382317543029785,89.7,71.2,199
PRM,100,0.24180197715759277,80.4,70.7,
Astar,100,0.01470184326171875,0.0,72.5,199
BFS_checker,100,0.10221695899963379,91.8,72.5,199
PRM,100,0.18160104751586914,87.6,72.5,
Astar,100,0.058630943298339844,87.6,71.3,199
BFS_checker,100,0.17711186408996582,87.7,70.3,199
PRM,100,0.4636039733886719,78.0,72.2,
Astar,100,0.022357940673828125,95.9,72.8,199
BFS_checker,100,0.10007691383361816,94.8,72.6,199
PRM,100,0.2140340805053711,87.5,72.6,
Astar,100,0.015855073928833008,93.3,71.4,199
BFS_checker,100,0.06815910339355469,91.7,71.4,199
PRM,100,0.16203069686889648,92.0,70.9,
Astar,100,0.0799570083618164,96.1,71.1,199
BFS_checker,100,0.14616775512695312,95.4,70.7,199
PRM,100,0.2945060729980469,83.8,70.5,
Astar,100,0.030313968658447266,94.2,71.2,201
BFS_checker,100,0.06885671615600586,92.7,71.2,201
PRM,100,0.14678502082824707,86.8,71.2,
Astar,100,0.03606605529785156,100.0,71.1,199
BFS_checker,100,0.09166288375854492,0.0,71.1,199
PRM,100,0.19580888748168945,84.0,71.1,
Astar,100,0.09867000579833984,97.2,70.8,199
BFS_checker,100,0.14859795570373535,96.1,70.6,199
PRM,100,0.3077700138092041,83.7,70.6,
Astar,100,0.056082963943481445,94.8,71.4,199
BFS_checker,100,0.11463403701782227,92.6,71.4,199
PRM,100,0.27408313751220703,79.9,70.8,289
Astar,100,0.047792911529541016,95.4,71.3,199
BFS_checker,100,0.09373879432678223,93.4,71.3,199
PRM,100,0.21590113639831543,82.0,70.7,
Astar,100,0.06363296508789062,92.2,71.0,199
BFS_checker,100,0.10701179504394531,90.5,71.0,199
PRM,100,0.23061394691467285,81.0,70.5,
Astar,100,0.0829932689666748,96.1,71.2,199
BFS_checker,100,0.13699722290039062,94.7,71.2,199
PRM,100,0.3112931251525879,81.2,70.8,
Astar,100,0.0353240966796875,0.0,71.3,199
BFS_checker,100,0.08277392387390137,0.0,70.8,199
PRM,100,0.17570209503173828,84.0,70.7,
Astar,100,0.026839017868041992,100.0,71.8,199
BFS_checker,100,0.07458686828613281,60.0,71.8,199
PRM,100,0.17114472389221191,84.5,70.7,
Astar,100,0.03584003448486328,94.7,71.8,207
BFS_checker,100,0.08381819725036621,94.8,71.8,207
PRM,100,0.20364904403686523,86.4,71.8,
Astar,100,0.04186582565307617,0.0,71.3,199
BFS_checker,100,0.09046292304992676,0.0,70.9,199
PRM,100,0.18328189849853516,86.1,70.7,
Astar,100,0.07433605194091797,94.2,71.3,199
BFS_checker,100,0.14829802513122559,94.5,71.1,199
PRM,100,0.353909969329834,94.5,71.0,271
Astar,100,0.07205319404602051,0.0,71.9,199
BFS_checker,100,0.1293020248413086,0.0,71.9,199
PRM,100,0.27999401092529297,82.0,71.3,
Astar,100,0.0623166561126709,0.0,71.7,199
BFS_checker,100,0.10127878189086914,100.0,71.6,199
PRM,100,0.22562026977539062,86.6,71.3,
Astar,100,0.07095980644226074,75.0,71.5,199
BFS_checker,100,0.11929130554199219,100.0,71.5,199
PRM,100,0.2427959442138672,83.8,71.1,
Astar,100,0.03896617889404297,94.1,72.1,199
BFS_checker,100,0.0789952278137207,92.5,72.1,199
PRM,100,0.18061518669128418,84.5,71.3,
Astar,100,0.03281211853027344,97.0,71.5,199
BFS_checker,100,0.10724186897277832,97.0,71.2,199
PRM,100,0.18336105346679688,88.2,71.0,
Astar,100,0.028825998306274414,0.0,72.1,213
BFS_checker,100,0.08038187026977539,0.0,71.7,213
PRM,100,0.16132211685180664,86.6,71.5,
Astar,100,0.04476213455200195,0.0,71.5,199
BFS_checker,100,0.11134910583496094,0.0,71.5,199
PRM,100,0.2052159309387207,89.4,71.0,
Astar,100,0.06226992607116699,94.8,71.3,199
BFS_checker,100,0.10145783424377441,92.1,71.3,199
PRM,100,0.2569601535797119,80.7,71.3,
Astar,100,0.08380627632141113,93.1,72.7,199
BFS_checker,100,0.13313794136047363,92.1,72.7,199
PRM,100,0.2963078022003174,80.7,72.4,
Astar,100,0.04419398307800293,93.9,71.0,199
BFS_checker,100,0.09754014015197754,91.9,71.0,199
PRM,100,0.1993868350982666,82.6,70.4,
Astar,100,0.045977115631103516,93.7,71.1,199
BFS_checker,100,0.0882730484008789,91.8,71.1,199
PRM,100,0.2190110683441162,83.5,70.5,
Astar,100,0.0274198055267334,94.5,71.5,251
BFS_checker,100,0.06762814521789551,94.1,71.5,251
PRM,100,0.15473222732543945,89.9,70.9,
Astar,100,0.048899173736572266,93.6,72.1,199
BFS_checker,100,0.10035300254821777,92.0,72.1,199
PRM,100,0.21004295349121094,82.8,71.4,
Astar,100,0.07892322540283203,95.2,71.6,199
BFS_checker,100,0.11468815803527832,94.6,71.6,199
PRM,100,0.25897693634033203,81.2,71.2,
Astar,100,0.06103825569152832,92.9,71.6,199
BFS_checker,100,0.11861824989318848,91.5,71.3,199
PRM,100,0.26379895210266113,81.8,71.0,
Astar,100,0.08798837661743164,96.6,71.9,199
BFS_checker,100,0.1369612216949463,95.5,71.8,199
PRM,100,0.2884390354156494,84.8,71.4,
Astar,100,0.06198000907897949,95.9,72.0,199
BFS_checker,100,0.11793398857116699,93.3,71.8,199
PRM,100,0.22744083404541016,84.8,71.4,
Astar,100,0.02194976806640625,91.9,72.1,199
BFS_checker,100,0.08445000648498535,89.8,72.1,199
PRM,100,0.20586109161376953,81.7,71.3,
Astar,100,0.063568115234375,99.3,72.0,199
BFS_checker,100,0.12279891967773438,98.0,72.0,199
PRM,100,0.2243819236755371,91.6,71.7,
Astar,100,0.05260729789733887,0.0,71.7,199
BFS_checker,100,0.11256098747253418,95.2,71.7,199
PRM,100,0.20142483711242676,88.3,71.3,
Astar,100,0.054110050201416016,92.2,72.1,199
BFS_checker,100,0.09026193618774414,91.1,72.1,199
PRM,100,0.2245340347290039,79.6,71.5,
Astar,100,0.06344032287597656,93.9,71.9,199
BFS_checker,100,0.11453080177307129,92.3,71.9,199
PRM,100,0.27797389030456543,92.3,71.5,
Astar,100,0.09861993789672852,75.0,71.8,199
BFS_checker,100,0.11342501640319824,75.0,71.8,199
PRM,100,0.2824089527130127,80.8,71.2,
Astar,100,0.09021496772766113,97.2,71.7,199
BFS_checker,100,0.14099907875061035,95.8,71.6,199
PRM,100,0.31697678565979004,82.3,71.2,253
Astar,100,0.03544116020202637,0.0,72.2,199
BFS_checker,100,0.09002280235290527,0.0,71.7,199
PRM,100,0.21260809898376465,85.3,71.4,
Astar,100,0.09717202186584473,97.7,71.6,199
BFS_checker,100,0.13583683967590332,96.5,71.6,199
PRM,100,0.3098890781402588,84.0,71.3,
Astar,100,0.09519839286804199,96.9,71.6,199
BFS_checker,100,0.13638591766357422,96.3,71.5,199
PRM,100,0.30703306198120117,84.2,71.1,
Astar,100,0.05026817321777344,90.7,71.8,199
BFS_checker,100,0.09092092514038086,90.0,71.9,199
PRM,100,0.20073533058166504,82.0,71.3,
Astar,100,0.07895016670227051,96.8,71.8,199
BFS_checker,100,0.1366121768951416,96.7,71.6,199
PRM,100,0.2897679805755615,83.2,71.3,
Astar,100,0.09109115600585938,97.7,71.4,199
BFS_checker,100,0.13678789138793945,96.6,71.4,199
PRM,100,0.29923415184020996,86.7,71.3,
Astar,100,0.061537981033325195,92.7,72.0,199
BFS_checker,100,0.12243294715881348,91.4,71.8,199
PRM,100,0.25675010681152344,81.4,71.6,
Astar,100,0.06377506256103516,50.0,71.9,199
BFS_checker,100,0.10573911666870117,60.0,71.9,199
PRM,100,0.29576802253723145,81.8,71.9,
Astar,100,0.02589702606201172,93.5,72.4,217
BFS_checker,100,0.06849408149719238,91.3,72.4,217
PRM,100,0.13554096221923828,88.5,71.8,
Astar,100,0.023864030838012695,96.8,72.1,199
BFS_checker,100,0.08650684356689453,94.2,71.5,199
PRM,100,0.16693115234375,84.4,71.4,
Astar,100,0.08620691299438477,96.4,72.0,199
BFS_checker,100,0.12101387977600098,95.4,72.0,199
PRM,100,0.2833399772644043,84.0,71.7,
Astar,100,0.045679330825805664,0.0,71.7,199
BFS_checker,100,0.10905194282531738,92.0,71.7,199
PRM,100,0.22953224182128906,81.2,71.3,
Astar,100,0.08272194862365723,96.1,71.7,199
BFS_checker,100,0.1362290382385254,95.6,71.7,199
PRM,100,0.28291988372802734,85.4,71.3,
Astar,100,0.027735233306884766,95.3,72.5,207
BFS_checker,100,0.06294393539428711,94.5,72.3,207
PRM,100,0.12068796157836914,89.9,71.8,
Astar,100,0.09027814865112305,97.7,71.9,199
BFS_checker,100,0.13066315650939941,95.8,71.8,199
PRM,100,0.3043079376220703,83.3,71.5,
Astar,100,0.021831274032592773,50.0,72.1,199
BFS_checker,100,0.08269906044006348,57.1,72.1,199
PRM,100,0.18654799461364746,87.2,71.5,
Astar,100,0.07629895210266113,94.5,73.6,199
BFS_checker,100,0.1318809986114502,93.1,73.6,199
PRM,100,0.30548787117004395,85.1,73.3,
Astar,100,0.01581096649169922,93.6,72.3,205
BFS_checker,100,0.048172712326049805,93.0,72.3,205
PRM,100,0.13761615753173828,90.2,71.7,
Astar,100,0.06380796432495117,91.9,72.7,199
BFS_checker,100,0.09283304214477539,91.2,72.6,199
PRM,100,0.2477860450744629,79.6,72.2,
Astar,100,0.07299208641052246,0.0,71.4,199
BFS_checker,100,0.11223912239074707,0.0,71.4,199
PRM,100,0.2531931400299072,79.5,70.8,
Astar,100,0.06954789161682129,0.0,71.4,199
BFS_checker,100,0.10676813125610352,66.7,71.4,199
PRM,100,0.24816083908081055,80.3,70.8,
Astar,100,0.06120610237121582,96.0,71.4,199
BFS_checker,100,0.12787818908691406,96.0,71.1,199
PRM,100,0.2577829360961914,84.9,70.9,
Astar,100,0.02047896385192871,87.5,71.4,203
BFS_checker,100,0.06685805320739746,100.0,71.4,203
PRM,100,0.15085315704345703,84.1,70.9,
Astar,100,0.0291903018951416,94.6,71.5,207
BFS_checker,100,0.07225537300109863,94.6,71.5,207
PRM,100,0.15813684463500977,87.4,70.9,
Astar,100,0.032041072845458984,0.0,71.5,199
BFS_checker,100,0.12865781784057617,0.0,71.1,199
PRM,100,0.2363450527191162,88.8,70.9,
Astar,100,0.09401607513427734,0.0,71.4,199
BFS_checker,100,0.15043306350708008,92.4,71.3,199
PRM,100,0.28967785835266113,82.7,71.0,
Astar,100,0.05643010139465332,93.8,71.6,199
BFS_checker,100,0.10771679878234863,92.1,71.6,199
PRM,100,0.2458958625793457,79.8,71.0,
Astar,100,0.08109092712402344,96.3,71.5,199
BFS_checker,100,0.12981295585632324,96.5,71.4,199
PRM,100,0.27159976959228516,85.3,70.9,
Astar,100,0.03500509262084961,71.4,71.5,199
BFS_checker,100,0.08355474472045898,71.4,71.5,199
PRM,100,0.1825239658355713,82.3,70.9,
Astar,100,0.06362700462341309,96.0,71.5,199
BFS_checker,100,0.11175394058227539,95.4,71.5,199
PRM,100,0.2275986671447754,85.6,70.9,
Astar,100,0.06296610832214355,0.0,71.4,199
BFS_checker,100,0.10555386543273926,91.2,71.4,199
PRM,100,0.2730729579925537,79.5,71.0,258
Astar,100,0.025987863540649414,0.0,71.6,199
BFS_checker,100,0.08644890785217285,0.0,71.2,199
PRM,100,0.15706515312194824,83.2,71.0,
Astar,100,0.07357573509216309,0.0,71.7,199
BFS_checker,100,0.11892986297607422,50.0,71.7,199
PRM,100,0.2856457233428955,82.2,71.1,
